latitude,longitude,spring_count
-45.75,170.25,1
-45.75,170.75,1
-44.75,169.25,2
-43.25,146.75,1
-43.25,172.25,1
-42.75,147.25,2
-42.75,172.25,1
-41.25,174.75,3
-40.75,172.75,1
-39.75,175.25,1
-39.25,174.25,1
-38.75,-72.25,1
-38.25,142.25,1
-38.25,144.25,1
-38.25,144.75,2
-38.25,175.75,1
-38.25,176.25,1
-37.75,144.25,2
-37.75,145.25,1
-37.75,145.75,2
-37.75,175.75,2
-37.75,177.25,1
-37.25,144.25,6
-37.25,175.25,1
-36.75,146.75,1
-35.75,148.25,1
-35.25,117.75,1
-34.25,21.25,1
-34.25,115.25,1
-34.25,147.25,1
-33.75,18.25,4
-33.75,19.25,1
-33.75,114.75,1
-33.75,150.25,3
-33.75,151.25,1
-33.25,138.25,1
-32.75,19.25,1
-31.75,115.75,1
-31.25,152.25,1
-30.25,139.25,1
-30.25,148.75,2
-29.25,147.75,1
-29.25,149.75,2
-28.75,149.75,1
-28.25,145.75,1
-26.25,27.75,1
-26.25,135.75,1
-26.25,147.75,1
-26.25,152.75,1
-24.25,-47.25,1
-24.25,145.25,1
-23.75,30.25,1
-23.75,133.25,1
-23.25,-46.75,1
-23.25,144.75,1
-22.75,-46.75,3
-22.75,-44.25,1
-22.75,-43.25,1
-22.25,166.75,1
-17.75,139.75,1
-15.75,-48.75,1
-15.75,128.75,1
-14.25,-39.25,1
-13.25,-72.75,1
-11.25,-73.75,1
-8.25,115.25,1
-7.25,112.75,1
-5.75,-56.75,1
-5.75,-54.75,2
-4.25,-78.75,1
-3.25,23.75,1
0.25,0.25,7
1.25,1.25,1
5.25,95.25,1
5.25,100.25,1
7.25,47.25,1
8.75,-70.75,1
9.75,123.25,1
10.25,-84.25,2
10.25,-64.25,1
13.25,-59.75,4
13.25,-59.25,1
14.25,-90.25,1
15.25,-91.75,1
17.75,-66.75,1
18.25,-99.75,1
18.25,-78.25,1
18.25,-67.25,1
18.25,-66.75,1
18.25,-66.25,5
18.75,-98.25,1
18.75,73.75,1
18.75,76.25,2
19.25,-155.75,11
19.25,-155.25,1
19.25,-154.75,2
19.25,-100.25,1
19.75,-155.75,11
19.75,-155.25,13
20.25,-155.75,7
20.75,-156.75,8
20.75,-156.25,24
20.75,-103.25,1
20.75,-98.75,1
21.25,-158.25,1
21.25,-157.75,25
21.25,-157.25,1
21.25,-156.75,11
21.25,-105.25,1
21.25,39.75,2
21.75,-160.25,1
21.75,-159.75,12
21.75,-159.25,3
21.75,-158.25,6
21.75,-157.75,5
22.25,-159.75,9
22.25,-159.25,5
24.75,80.25,1
25.25,-100.25,1
25.25,102.75,1
25.25,121.75,2
25.75,-82.25,1
26.25,-82.25,1
26.75,-99.25,1
26.75,-82.25,1
27.25,-98.75,1
27.25,-97.25,2
27.25,-82.75,2
27.25,-82.25,5
27.75,-109.75,1
27.75,-99.75,1
27.75,-99.25,2
27.75,-98.75,2
27.75,-98.25,1
27.75,-97.75,2
27.75,-82.75,1
27.75,-82.25,16
27.75,-81.75,2
28.25,-100.25,4
28.25,-99.75,1
28.25,-99.25,1
28.25,-98.75,1
28.25,-97.25,1
28.25,-82.75,26
28.25,-82.25,33
28.25,-81.25,2
28.75,-102.75,13
28.75,-99.75,1
28.75,-97.75,2
28.75,-97.25,2
28.75,-96.75,6
28.75,-96.25,1
28.75,-82.75,113
28.75,-82.25,27
28.75,-81.75,23
28.75,-81.25,50
29.25,-104.25,34
29.25,-103.75,79
29.25,-103.25,82
29.25,-102.75,26
29.25,-101.25,2
29.25,-100.75,12
29.25,-100.25,12
29.25,-99.75,13
29.25,-99.25,6
29.25,-98.75,11
29.25,-98.25,16
29.25,-97.75,5
29.25,-97.25,1
29.25,-95.75,1
29.25,-95.25,1
29.25,-82.75,11
29.25,-82.25,55
29.25,-81.75,24
29.25,-81.25,4
29.25,83.25,1
29.75,-110.25,2
29.75,-109.75,6
29.75,-109.25,1
29.75,-104.75,36
29.75,-104.25,136
29.75,-103.75,32
29.75,-103.25,12
29.75,-102.75,10
29.75,-102.25,11
29.75,-101.75,4
29.75,-101.25,18
29.75,-100.75,30
29.75,-100.25,130
29.75,-99.75,174
29.75,-99.25,148
29.75,-98.75,138
29.75,-98.25,82
29.75,-97.75,33
29.75,-97.25,3
29.75,-96.75,6
29.75,-96.25,1
29.75,-95.25,1
29.75,-94.75,1
29.75,-94.25,1
29.75,-84.25,2
29.75,-83.75,16
29.75,-83.25,17
29.75,-82.75,126
29.75,-82.25,4
29.75,-81.75,25
29.75,-81.25,2
29.75,-80.75,1
30.25,-109.75,38
30.25,-109.25,1
30.25,-104.75,94
30.25,-104.25,17
30.25,-103.75,97
30.25,-103.25,20
30.25,-102.75,2
30.25,-102.25,1
30.25,-101.75,17
30.25,-101.25,10
30.25,-100.75,4
30.25,-100.25,12
30.25,-99.75,65
30.25,-99.25,130
30.25,-98.75,94
30.25,-98.25,109
30.25,-97.75,87
30.25,-97.25,14
30.25,-96.75,10
30.25,-96.25,9
30.25,-95.75,4
30.25,-95.25,2
30.25,-94.75,7
30.25,-94.25,2
30.25,-93.75,1
30.25,-90.75,1
30.25,-90.25,4
30.25,-89.75,2
30.25,-87.25,1
30.25,-86.25,1
30.25,-85.75,36
30.25,-85.25,3
30.25,-84.75,1
30.25,-84.25,92
30.25,-83.75,37
30.25,-83.25,157
30.25,-82.75,24
30.25,-82.25,1
30.25,-81.75,7
30.75,-115.75,1
30.75,-110.75,2
30.75,-109.75,29
30.75,-109.25,39
30.75,-108.75,2
30.75,-105.25,21
30.75,-104.75,21
30.75,-104.25,35
30.75,-103.75,90
30.75,-103.25,1
30.75,-102.75,11
30.75,-102.25,3
30.75,-101.75,3
30.75,-100.75,1
30.75,-100.25,18
30.75,-99.75,57
30.75,-99.25,60
30.75,-98.75,33
30.75,-98.25,44
30.75,-97.75,80
30.75,-97.25,14
30.75,-96.75,38
30.75,-96.25,15
30.75,-95.75,2
30.75,-95.25,16
30.75,-94.75,5
30.75,-94.25,3
30.75,-93.75,2
30.75,-92.25,38
30.75,-90.75,2
30.75,-90.25,1
30.75,-88.75,1
30.75,-87.25,2
30.75,-86.75,6
30.75,-86.25,9
30.75,-85.75,96
30.75,-85.25,81
30.75,-84.75,15
30.75,-83.25,5
30.75,-81.75,1
31.25,-111.25,70
31.25,-110.75,76
31.25,-110.25,142
31.25,-109.75,5
31.25,-109.25,33
31.25,-108.75,7
31.25,-108.25,8
31.25,-105.75,2
31.25,-104.75,12
31.25,-104.25,24
31.25,-103.75,17
31.25,-103.25,2
31.25,-102.75,11
31.25,-102.25,2
31.25,-100.75,11
31.25,-100.25,10
31.25,-99.75,2
31.25,-99.25,33
31.25,-98.75,65
31.25,-98.25,60
31.25,-97.75,2
31.25,-97.25,10
31.25,-96.75,6
31.25,-96.25,16
31.25,-95.75,9
31.25,-95.25,3
31.25,-94.75,8
31.25,-94.25,10
31.25,-93.75,9
31.25,-93.25,4
31.25,-91.25,2
31.25,-89.75,2
31.25,-89.25,4
31.25,-88.75,2
31.25,-88.25,3
31.25,-87.75,1
31.25,-86.75,1
31.25,-85.25,4
31.25,-84.75,1
31.75,-113.25,6
31.75,-112.75,1
31.75,-111.75,46
31.75,-111.25,59
31.75,-110.75,285
31.75,-110.25,122
31.75,-109.75,32
31.75,-109.25,105
31.75,-108.75,13
31.75,-108.25,5
31.75,-107.75,1
31.75,-106.75,1
31.75,-106.25,2
31.75,-105.75,1
31.75,-105.25,3
31.75,-104.75,23
31.75,-104.25,23
31.75,-103.75,2
31.75,-103.25,1
31.75,-102.75,2
31.75,-102.25,1
31.75,-101.75,1
31.75,-101.25,3
31.75,-100.75,26
31.75,-100.25,22
31.75,-99.75,19
31.75,-99.25,12
31.75,-98.75,43
31.75,-98.25,1
31.75,-97.75,4
31.75,-97.25,7
31.75,-96.75,5
31.75,-96.25,33
31.75,-95.75,11
31.75,-95.25,12
31.75,-94.75,14
31.75,-94.25,7
31.75,-93.75,2
31.75,-92.25,3
31.75,-91.75,3
31.75,-89.75,6
31.75,-89.25,5
31.75,-88.75,8
31.75,-88.25,3
31.75,-87.75,2
31.75,-85.75,1
32.25,-115.75,1
32.25,-114.25,1
32.25,-113.75,1
32.25,-113.25,1
32.25,-112.75,4
32.25,-112.25,1
32.25,-111.75,7
32.25,-111.25,10
32.25,-110.75,311
32.25,-110.25,197
32.25,-109.75,96
32.25,-109.25,66
32.25,-108.75,14
32.25,-108.25,1
32.25,-107.75,10
32.25,-107.25,2
32.25,-106.75,29
32.25,-106.25,4
32.25,-105.75,2
32.25,-104.75,52
32.25,-104.25,37
32.25,-103.75,14
32.25,-103.25,1
32.25,-102.75,1
32.25,-101.75,4
32.25,-101.25,21
32.25,-100.75,8
32.25,-100.25,66
32.25,-99.75,10
32.25,-99.25,10
32.25,-98.75,9
32.25,-98.25,4
32.25,-97.75,9
32.25,-97.25,2
32.25,-96.75,1
32.25,-96.25,6
32.25,-95.75,26
32.25,-95.25,10
32.25,-94.75,4
32.25,-94.25,4
32.25,-89.75,2
32.25,-88.75,2
32.25,-88.25,1
32.25,-87.25,2
32.25,-86.75,1
32.25,-86.25,2
32.25,-84.75,1
32.25,-81.25,1
32.25,75.75,2
32.75,-117.25,1
32.75,-116.75,121
32.75,-116.25,126
32.75,-115.25,2
32.75,-114.75,1
32.75,-114.25,2
32.75,-112.25,4
32.75,-111.25,8
32.75,-110.75,100
32.75,-110.25,281
32.75,-109.75,145
32.75,-109.25,80
32.75,-108.75,112
32.75,-108.25,174
32.75,-107.75,151
32.75,-107.25,12
32.75,-106.75,49
32.75,-106.25,17
32.75,-105.75,304
32.75,-105.25,16
32.75,-104.25,18
32.75,-103.75,3
32.75,-103.25,1
32.75,-102.25,3
32.75,-101.75,4
32.75,-101.25,6
32.75,-100.75,13
32.75,-100.25,4
32.75,-99.75,5
32.75,-99.25,2
32.75,-98.75,6
32.75,-98.25,3
32.75,-97.75,23
32.75,-97.25,4
32.75,-96.75,5
32.75,-96.25,2
32.75,-95.75,3
32.75,-95.25,20
32.75,-94.75,6
32.75,-94.25,2
32.75,-92.25,1
32.75,-91.75,2
32.75,-88.75,1
32.75,-86.75,1
32.75,-86.25,1
32.75,-85.75,2
32.75,-85.25,3
32.75,-84.75,8
32.75,-79.75,1
32.75,34.75,2
33.25,-118.25,1
33.25,-117.75,1
33.25,-117.25,26
33.25,-116.75,215
33.25,-116.25,44
33.25,-115.75,37
33.25,-115.25,11
33.25,-114.75,4
33.25,-114.25,8
33.25,-113.75,4
33.25,-113.25,4
33.25,-112.75,3
33.25,-111.75,2
33.25,-111.25,184
33.25,-110.75,249
33.25,-110.25,119
33.25,-109.75,162
33.25,-109.25,499
33.25,-108.75,180
33.25,-108.25,129
33.25,-107.75,151
33.25,-107.25,33
33.25,-106.75,70
33.25,-106.25,54
33.25,-105.75,251
33.25,-105.25,20
33.25,-104.75,1
33.25,-104.25,6
33.25,-103.75,3
33.25,-102.25,3
33.25,-101.25,1
33.25,-100.75,1
33.25,-100.25,12
33.25,-99.75,16
33.25,-99.25,2
33.25,-98.75,4
33.25,-98.25,12
33.25,-97.75,2
33.25,-97.25,1
33.25,-96.75,1
33.25,-95.75,1
33.25,-95.25,13
33.25,-94.75,6
33.25,-94.25,9
33.25,-93.75,1
33.25,-93.25,1
33.25,-92.75,1
33.25,-92.25,1
33.25,-91.75,4
33.25,-91.25,4
33.25,-90.25,1
33.25,-89.25,3
33.25,-88.75,5
33.25,-88.25,1
33.25,-87.25,3
33.25,-86.75,5
33.25,-86.25,2
33.25,-85.75,1
33.25,-85.25,1
33.25,-83.75,1
33.25,-82.25,2
33.25,-81.75,1
33.25,-81.25,4
33.75,-118.25,1
33.75,-117.75,59
33.75,-117.25,65
33.75,-116.75,150
33.75,-116.25,53
33.75,-115.75,40
33.75,-115.25,3
33.75,-114.75,2
33.75,-114.25,7
33.75,-113.75,3
33.75,-113.25,18
33.75,-112.75,4
33.75,-112.25,57
33.75,-111.75,146
33.75,-111.25,251
33.75,-110.75,280
33.75,-110.25,133
33.75,-109.75,93
33.75,-109.25,703
33.75,-108.75,193
33.75,-108.25,45
33.75,-107.75,28
33.75,-107.25,94
33.75,-106.75,4
33.75,-106.25,29
33.75,-105.75,104
33.75,-105.25,45
33.75,-104.75,1
33.75,-104.25,20
33.75,-103.75,2
33.75,-102.75,1
33.75,-101.75,7
33.75,-101.25,5
33.75,-100.75,53
33.75,-100.25,12
33.75,-99.75,37
33.75,-99.25,4
33.75,-98.25,6
33.75,-97.75,11
33.75,-97.25,6
33.75,-96.75,2
33.75,-96.25,1
33.75,-95.25,3
33.75,-94.75,5
33.75,-94.25,3
33.75,-93.75,2
33.75,-93.25,1
33.75,-92.75,6
33.75,-92.25,3
33.75,-91.75,3
33.75,-91.25,8
33.75,-88.25,3
33.75,-87.75,2
33.75,-87.25,1
33.75,-86.75,8
33.75,-86.25,13
33.75,-85.75,8
33.75,-85.25,1
33.75,-84.25,1
33.75,-83.75,1
33.75,-81.75,1
33.75,-80.75,4
33.75,72.75,1
34.25,-120.25,15
34.25,-119.75,25
34.25,-119.25,41
34.25,-118.75,32
34.25,-118.25,58
34.25,-117.75,139
34.25,-117.25,130
34.25,-116.75,234
34.25,-116.25,39
34.25,-115.75,1
34.25,-115.25,5
34.25,-114.75,17
34.25,-114.25,23
34.25,-113.75,14
34.25,-113.25,61
34.25,-112.75,146
34.25,-112.25,347
34.25,-111.75,333
34.25,-111.25,350
34.25,-110.75,158
34.25,-110.25,79
34.25,-109.75,233
34.25,-109.25,104
34.25,-108.75,86
34.25,-108.25,97
34.25,-107.75,32
34.25,-107.25,93
34.25,-106.75,22
34.25,-106.25,19
34.25,-105.75,8
34.25,-105.25,2
34.25,-104.75,4
34.25,-104.25,41
34.25,-103.75,3
34.25,-103.25,1
34.25,-102.75,1
34.25,-101.25,70
34.25,-100.75,22
34.25,-100.25,7
34.25,-99.75,14
34.25,-99.25,17
34.25,-98.75,8
34.25,-98.25,7
34.25,-96.75,17
34.25,-96.25,13
34.25,-95.75,1
34.25,-95.25,8
34.25,-94.75,1
34.25,-94.25,12
34.25,-93.75,13
34.25,-93.25,2
34.25,-92.75,2
34.25,-91.75,6
34.25,-91.25,1
34.25,-90.25,1
34.25,-89.75,1
34.25,-88.25,5
34.25,-87.75,2
34.25,-87.25,12
34.25,-86.75,40
34.25,-86.25,23
34.25,-85.75,20
34.25,-85.25,4
34.25,-84.75,1
34.25,-84.25,1
34.25,-80.75,4
34.25,-80.25,3
34.25,-79.75,1
34.25,-78.25,1
34.75,-120.75,37
34.75,-120.25,131
34.75,-119.75,139
34.75,-119.25,206
34.75,-118.75,328
34.75,-118.25,81
34.75,-117.75,2
34.75,-117.25,18
34.75,-116.75,20
34.75,-116.25,3
34.75,-115.75,44
34.75,-115.25,39
34.75,-114.75,23
34.75,-114.25,20
34.75,-113.75,74
34.75,-113.25,129
34.75,-112.75,254
34.75,-112.25,201
34.75,-111.75,135
34.75,-111.25,94
34.75,-110.75,6
34.75,-110.25,7
34.75,-109.75,10
34.75,-109.25,20
34.75,-108.75,27
34.75,-108.25,2
34.75,-107.75,29
34.75,-107.25,50
34.75,-106.75,11
34.75,-106.25,116
34.75,-105.75,1
34.75,-105.25,1
34.75,-104.75,32
34.75,-104.25,26
34.75,-103.75,13
34.75,-103.25,1
34.75,-102.25,2
34.75,-101.75,3
34.75,-101.25,33
34.75,-100.75,59
34.75,-100.25,27
34.75,-99.75,2
34.75,-98.75,15
34.75,-97.75,1
34.75,-96.75,11
34.75,-96.25,2
34.75,-95.75,2
34.75,-95.25,5
34.75,-94.75,1
34.75,-94.25,2
34.75,-93.75,2
34.75,-93.25,5
34.75,-92.75,2
34.75,-92.25,5
34.75,-91.75,1
34.75,-90.75,1
34.75,-89.25,1
34.75,-88.75,3
34.75,-88.25,25
34.75,-87.75,51
34.75,-87.25,51
34.75,-86.75,65
34.75,-86.25,116
34.75,-85.75,75
34.75,-85.25,13
34.75,-84.75,1
34.75,-84.25,2
34.75,-83.25,3
34.75,-82.25,1
34.75,-79.75,3
34.75,135.75,4
35.25,-121.25,1
35.25,-120.75,240
35.25,-120.25,157
35.25,-119.75,58
35.25,-119.25,1
35.25,-118.75,224
35.25,-118.25,220
35.25,-117.75,22
35.25,-117.25,24
35.25,-116.75,24
35.25,-116.25,11
35.25,-115.75,30
35.25,-115.25,89
35.25,-114.75,49
35.25,-114.25,154
35.25,-113.75,156
35.25,-113.25,42
35.25,-112.75,4
35.25,-112.25,63
35.25,-111.75,144
35.25,-111.25,22
35.25,-110.75,9
35.25,-110.25,71
35.25,-109.75,10
35.25,-109.25,44
35.25,-108.75,35
35.25,-108.25,82
35.25,-107.75,94
35.25,-107.25,54
35.25,-106.75,5
35.25,-106.25,70
35.25,-105.75,26
35.25,-105.25,52
35.25,-104.75,20
35.25,-104.25,1
35.25,-103.75,29
35.25,-103.25,28
35.25,-102.75,21
35.25,-102.25,9
35.25,-101.75,27
35.25,-100.75,36
35.25,-100.25,92
35.25,-98.75,7
35.25,-97.25,2
35.25,-94.75,1
35.25,-93.75,11
35.25,-93.25,5
35.25,-92.25,4
35.25,-88.75,9
35.25,-88.25,52
35.25,-87.75,52
35.25,-87.25,66
35.25,-86.75,131
35.25,-86.25,126
35.25,-85.75,92
35.25,-85.25,67
35.25,-84.75,98
35.25,-84.25,15
35.25,-83.75,4
35.25,-83.25,3
35.25,-82.75,3
35.25,-82.25,1
35.25,-81.75,4
35.25,-81.25,1
35.25,-80.75,2
35.25,-80.25,4
35.25,24.25,1
35.25,24.75,2
35.25,128.75,1
35.25,139.25,1
35.25,139.75,1
35.75,-121.25,176
35.75,-120.75,13
35.75,-120.25,221
35.75,-119.75,4
35.75,-118.75,272
35.75,-118.25,312
35.75,-117.75,64
35.75,-117.25,142
35.75,-116.75,22
35.75,-116.25,79
35.75,-115.75,38
35.75,-115.25,43
35.75,-114.75,73
35.75,-114.25,54
35.75,-113.75,113
35.75,-113.25,85
35.75,-112.75,9
35.75,-112.25,1
35.75,-111.75,2
35.75,-111.25,21
35.75,-110.75,81
35.75,-110.25,127
35.75,-109.75,29
35.75,-109.25,67
35.75,-108.75,60
35.75,-108.25,16
35.75,-107.75,24
35.75,-107.25,63
35.75,-106.75,187
35.75,-106.25,75
35.75,-105.75,41
35.75,-105.25,29
35.75,-104.75,21
35.75,-104.25,24
35.75,-103.75,23
35.75,-103.25,36
35.75,-102.75,15
35.75,-102.25,8
35.75,-101.75,25
35.75,-101.25,52
35.75,-100.75,25
35.75,-100.25,30
35.75,-99.75,3
35.75,-98.25,2
35.75,-96.75,1
35.75,-95.75,1
35.75,-95.25,14
35.75,-94.75,5
35.75,-94.25,21
35.75,-93.75,19
35.75,-93.25,8
35.75,-92.75,43
35.75,-92.25,32
35.75,-91.75,46
35.75,-91.25,3
35.75,-90.75,3
35.75,-88.75,1
35.75,-88.25,35
35.75,-87.75,71
35.75,-87.25,97
35.75,-86.75,69
35.75,-86.25,30
35.75,-85.75,29
35.75,-85.25,15
35.75,-84.75,103
35.75,-84.25,128
35.75,-83.75,66
35.75,-83.25,13
35.75,-82.75,4
35.75,-82.25,7
35.75,-81.25,3
35.75,-79.25,1
35.75,-78.75,1
35.75,45.25,1
35.75,139.25,1
36.25,-121.75,27
36.25,-121.25,64
36.25,-120.75,224
36.25,-120.25,72
36.25,-119.25,7
36.25,-118.75,87
36.25,-118.25,553
36.25,-117.75,130
36.25,-117.25,157
36.25,-116.75,78
36.25,-116.25,170
36.25,-115.75,265
36.25,-115.25,79
36.25,-114.75,21
36.25,-114.25,103
36.25,-113.75,104
36.25,-113.25,83
36.25,-112.75,226
36.25,-112.25,392
36.25,-111.75,124
36.25,-111.25,137
36.25,-110.75,67
36.25,-110.25,55
36.25,-109.75,49
36.25,-109.25,119
36.25,-108.75,54
36.25,-108.25,5
36.25,-107.75,30
36.25,-107.25,24
36.25,-106.75,130
36.25,-106.25,72
36.25,-105.75,104
36.25,-105.25,94
36.25,-104.75,65
36.25,-104.25,60
36.25,-103.75,48
36.25,-103.25,64
36.25,-102.75,6
36.25,-101.75,2
36.25,-101.25,2
36.25,-100.75,2
36.25,-100.25,4
36.25,-99.75,1
36.25,-97.75,4
36.25,-96.25,1
36.25,-95.75,1
36.25,-95.25,5
36.25,-94.75,17
36.25,-94.25,88
36.25,-93.75,26
36.25,-93.25,36
36.25,-92.75,31
36.25,-92.25,26
36.25,-91.75,44
36.25,-91.25,20
36.25,-90.75,6
36.25,-90.25,117
36.25,-88.25,2
36.25,-87.75,53
36.25,-87.25,15
36.25,-86.75,3
36.25,-86.25,1
36.25,-85.75,4
36.25,-85.25,4
36.25,-84.75,3
36.25,-84.25,77
36.25,-83.75,135
36.25,-83.25,64
36.25,-82.75,63
36.25,-82.25,14
36.25,-81.75,1
36.25,-81.25,4
36.25,-80.25,1
36.25,-78.75,1
36.25,25.25,1
36.25,74.75,1
36.75,-122.25,2
36.75,-121.75,37
36.75,-121.25,241
36.75,-120.75,99
36.75,-120.25,1
36.75,-119.75,10
36.75,-119.25,254
36.75,-118.75,159
36.75,-118.25,129
36.75,-117.75,152
36.75,-117.25,116
36.75,-116.75,208
36.75,-116.25,17
36.75,-115.75,9
36.75,-115.25,30
36.75,-114.75,71
36.75,-114.25,47
36.75,-113.75,72
36.75,-113.25,28
36.75,-112.75,91
36.75,-112.25,78
36.75,-111.75,81
36.75,-111.25,29
36.75,-110.75,141
36.75,-110.25,49
36.75,-109.75,84
36.75,-109.25,104
36.75,-108.75,23
36.75,-108.25,22
36.75,-107.75,165
36.75,-107.25,73
36.75,-106.75,70
36.75,-106.25,172
36.75,-105.75,117
36.75,-105.25,51
36.75,-104.75,66
36.75,-104.25,102
36.75,-103.75,95
36.75,-103.25,70
36.75,-102.75,7
36.75,-102.25,1
36.75,-100.25,8
36.75,-99.75,4
36.75,-99.25,7
36.75,-98.75,2
36.75,-98.25,2
36.75,-97.25,2
36.75,-96.25,1
36.75,-95.25,2
36.75,-94.75,9
36.75,-94.25,55
36.75,-93.75,112
36.75,-93.25,100
36.75,-92.75,129
36.75,-92.25,169
36.75,-91.75,40
36.75,-91.25,465
36.75,-90.75,105
36.75,-90.25,13
36.75,-88.25,11
36.75,-87.75,82
36.75,-87.25,85
36.75,-86.75,91
36.75,-86.25,32
36.75,-85.75,3
36.75,-85.25,48
36.75,-84.75,94
36.75,-83.75,13
36.75,-83.25,30
36.75,-82.75,34
36.75,-82.25,55
36.75,-81.75,20
36.75,-81.25,26
36.75,-80.75,4
36.75,-80.25,3
36.75,-79.25,1
36.75,-78.75,1
36.75,-5.25,1
36.75,-4.75,1
36.75,25.75,1
37.25,-122.25,45
37.25,-121.75,167
37.25,-121.25,144
37.25,-120.25,85
37.25,-119.75,117
37.25,-119.25,51
37.25,-118.75,72
37.25,-118.25,204
37.25,-117.75,92
37.25,-117.25,69
37.25,-116.75,45
37.25,-116.25,13
37.25,-115.75,22
37.25,-115.25,37
37.25,-114.75,63
37.25,-114.25,73
37.25,-113.75,107
37.25,-113.25,159
37.25,-112.75,215
37.25,-112.25,177
37.25,-111.75,57
37.25,-111.25,105
37.25,-110.75,122
37.25,-110.25,63
37.25,-109.75,73
37.25,-109.25,29
37.25,-108.75,81
37.25,-108.25,197
37.25,-107.75,32
37.25,-107.25,61
37.25,-106.75,19
37.25,-106.25,24
37.25,-105.75,4
37.25,-105.25,71
37.25,-104.75,107
37.25,-104.25,84
37.25,-103.75,69
37.25,-103.25,157
37.25,-102.75,80
37.25,-102.25,9
37.25,-95.75,4
37.25,-94.25,2
37.25,-93.75,32
37.25,-93.25,61
37.25,-92.75,24
37.25,-92.25,82
37.25,-91.75,14
37.25,-91.25,183
37.25,-90.75,39
37.25,-90.25,70
37.25,-89.75,9
37.25,-89.25,1
37.25,-88.75,5
37.25,-88.25,61
37.25,-87.75,49
37.25,-87.25,3
37.25,-86.75,6
37.25,-86.25,141
37.25,-85.75,106
37.25,-85.25,12
37.25,-84.75,18
37.25,-84.25,29
37.25,-83.75,2
37.25,-83.25,1
37.25,-82.75,4
37.25,-82.25,3
37.25,-81.75,1
37.25,-81.25,24
37.25,-80.75,31
37.25,-80.25,2
37.25,-79.75,4
37.25,-79.25,2
37.25,-77.75,1
37.25,-77.25,1
37.25,-76.75,44
37.25,-76.25,2
37.25,-8.75,3
37.25,-3.75,1
37.25,22.25,1
37.25,25.25,1
37.25,25.75,1
37.25,32.25,1
37.75,-122.75,20
37.75,-122.25,20
37.75,-121.75,223
37.75,-121.25,18
37.75,-120.75,41
37.75,-120.25,171
37.75,-119.75,261
37.75,-119.25,133
37.75,-118.75,256
37.75,-118.25,324
37.75,-117.75,135
37.75,-117.25,35
37.75,-116.75,8
37.75,-116.25,25
37.75,-115.75,56
37.75,-115.25,40
37.75,-114.75,105
37.75,-114.25,100
37.75,-113.75,46
37.75,-113.25,142
37.75,-112.75,425
37.75,-112.25,196
37.75,-111.75,231
37.75,-111.25,110
37.75,-110.75,139
37.75,-110.25,120
37.75,-109.75,169
37.75,-109.25,46
37.75,-108.75,34
37.75,-108.25,72
37.75,-107.75,13
37.75,-107.25,18
37.75,-106.75,32
37.75,-106.25,28
37.75,-105.75,30
37.75,-105.25,94
37.75,-104.75,64
37.75,-104.25,74
37.75,-103.75,47
37.75,-103.25,24
37.75,-102.75,21
37.75,-102.25,5
37.75,-100.75,1
37.75,-95.75,11
37.75,-94.25,2
37.75,-93.75,3
37.75,-93.25,7
37.75,-92.75,20
37.75,-92.25,97
37.75,-91.75,86
37.75,-91.25,272
37.75,-90.75,24
37.75,-90.25,22
37.75,-89.75,5
37.75,-89.25,1
37.75,-87.75,5
37.75,-86.75,5
37.75,-86.25,81
37.75,-85.75,33
37.75,-84.75,106
37.75,-84.25,33
37.75,-83.75,20
37.75,-83.25,4
37.75,-82.75,1
37.75,-82.25,1
37.75,-81.25,4
37.75,-80.75,9
37.75,-80.25,38
37.75,-79.75,15
37.75,-79.25,4
37.75,-78.75,3
37.75,-77.75,1
37.75,-77.25,4
37.75,-74.75,1
37.75,-25.25,1
37.75,29.25,1
37.75,127.25,1
37.75,139.25,1
38.25,-123.25,85
38.25,-122.75,30
38.25,-122.25,39
38.25,-121.75,1
38.25,-121.25,4
38.25,-120.75,118
38.25,-120.25,175
38.25,-119.75,93
38.25,-119.25,315
38.25,-118.75,68
38.25,-118.25,61
38.25,-117.75,66
38.25,-117.25,28
38.25,-116.75,120
38.25,-116.25,48
38.25,-115.75,209
38.25,-115.25,52
38.25,-114.75,75
38.25,-114.25,287
38.25,-113.75,145
38.25,-113.25,57
38.25,-112.75,135
38.25,-112.25,179
38.25,-111.75,195
38.25,-111.25,106
38.25,-110.75,47
38.25,-110.25,57
38.25,-109.75,47
38.25,-109.25,47
38.25,-108.75,30
38.25,-108.25,97
38.25,-107.75,69
38.25,-107.25,110
38.25,-106.75,84
38.25,-106.25,77
38.25,-105.75,74
38.25,-105.25,33
38.25,-104.75,18
38.25,-104.25,13
38.25,-103.75,24
38.25,-103.25,16
38.25,-102.75,7
38.25,-100.25,1
38.25,-98.75,1
38.25,-96.75,1
38.25,-93.25,6
38.25,-92.75,24
38.25,-92.25,32
38.25,-91.75,45
38.25,-91.25,21
38.25,-90.75,50
38.25,-90.25,12
38.25,-89.75,1
38.25,-88.75,1
38.25,-88.25,1
38.25,-87.25,1
38.25,-86.75,2
38.25,-86.25,29
38.25,-85.75,82
38.25,-85.25,4
38.25,-84.75,125
38.25,-84.25,20
38.25,-83.75,15
38.25,-83.25,37
38.25,-80.75,2
38.25,-80.25,23
38.25,-79.75,24
38.25,-79.25,10
38.25,-78.75,6
38.25,-78.25,5
38.25,21.75,1
38.25,22.75,2
38.75,-123.75,7
38.75,-123.25,241
